date,product,time,bid,bs,ask,as
,AMETHYSTS,155200,10002,1,10005,28
,STARFRUIT,155300,4963,27,4969,27
,AMETHYSTS,155300,9998,8,10005,27
,AMETHYSTS,155400,9995,23,10005,23
,STARFRUIT,155400,4964,8,4970,23
,STARFRUIT,155500,4963,29,4968,6
,AMETHYSTS,155500,9996,1,9998,1
,STARFRUIT,155600,4964,2,4969,2
,AMETHYSTS,155600,9996,2,10004,2
,STARFRUIT,155700,4963,22,4968,2
,AMETHYSTS,155700,9995,22,10005,22
,AMETHYSTS,155800,9996,2,10002,5
,STARFRUIT,155800,4964,2,4968,3
,STARFRUIT,155900,4964,30,4969,3
,AMETHYSTS,155900,9996,2,10004,2
,STARFRUIT,156000,4963,26,4970,26
,AMETHYSTS,156000,9998,9,10004,1
,STARFRUIT,156100,4963,1,4969,28
,AMETHYSTS,156100,9998,6,10004,1
,AMETHYSTS,156200,9996,2,10004,2
,STARFRUIT,156200,4963,2,4969,24
,STARFRUIT,156300,4962,29,4964,3
,AMETHYSTS,156300,9996,1,10004,1
,STARFRUIT,156400,4963,5,4969,23
,AMETHYSTS,156400,10002,1,10005,23
,STARFRUIT,156500,4962,29,4969,29
,AMETHYSTS,156500,9996,2,10002,2
,STARFRUIT,156600,4962,24,4963,1
,AMETHYSTS,156600,9996,1,10004,1
,STARFRUIT,156700,4963,4,4969,27
,AMETHYSTS,156700,9998,6,10005,27
,STARFRUIT,156800,4964,8,4970,24
,AMETHYSTS,156800,9998,7,10004,2
,AMETHYSTS,156900,9996,1,10004,1
,STARFRUIT,156900,4963,24,4964,5
,STARFRUIT,157000,4963,21,4968,8
,AMETHYSTS,157000,9996,1,10004,1
,STARFRUIT,157100,4964,2,4970,24
,AMETHYSTS,157100,9996,2,9998,1
,STARFRUIT,157200,4965,1,4971,22
,AMETHYSTS,157200,9995,22,10002,3
,AMETHYSTS,157300,9995,22,10000,4
,STARFRUIT,157300,4963,22,4966,4
,STARFRUIT,157400,4963,23,4964,7
,AMETHYSTS,157400,10002,1,10004,2
,STARFRUIT,157500,4964,25,4971,26
,AMETHYSTS,157500,9995,26,10005,26
,STARFRUIT,157600,4965,24,4966,3
,AMETHYSTS,157600,9996,1,10004,1
,AMETHYSTS,157700,9996,2,10002,6
,STARFRUIT,157700,4970,1,4972,25
,STARFRUIT,157800,4966,1,4972,23
,AMETHYSTS,157800,9996,1,10002,4
,STARFRUIT,157900,4966,7,4972,24
,AMETHYSTS,157900,9995,24,10002,4
,STARFRUIT,158000,4965,29,4972,29
,AMETHYSTS,158000,9996,2,10004,2
,AMETHYSTS,158100,9996,2,10004,2
,STARFRUIT,158100,4966,1,4972,23
,STARFRUIT,158200,4965,26,4972,26
,AMETHYSTS,158200,10002,1,10004,1
,STARFRUIT,158300,4965,31,4972,31
,AMETHYSTS,158300,9996,1,9998,5
,STARFRUIT,158400,4970,1,4971,31
,AMETHYSTS,158400,9996,1,9998,5
,AMETHYSTS,158500,9996,1,10004,1
,STARFRUIT,158500,4965,22,4971,1
,STARFRUIT,158600,4965,27,4970,2
,AMETHYSTS,158600,9995,27,10005,27
,AMETHYSTS,158700,9995,29,10005,29
,STARFRUIT,158700,4965,29,4970,5
,AMETHYSTS,158800,9995,24,10005,24
,STARFRUIT,158800,4969,4,4971,24
,AMETHYSTS,158900,9996,2,10004,2
,STARFRUIT,158900,4964,32,4970,2
,STARFRUIT,159000,4965,27,4971,27
,AMETHYSTS,159000,9996,1,10002,7
,AMETHYSTS,159100,9996,1,10004,1
,STARFRUIT,159100,4965,6,4971,26
,AMETHYSTS,159200,9995,30,10002,1
,STARFRUIT,159200,4964,30,4971,30
,AMETHYSTS,159300,9995,21,10005,21
,STARFRUIT,159300,4964,21,4965,1
,STARFRUIT,159400,4968,6,4971,1
,AMETHYSTS,159400,10000,6,10004,1
,AMETHYSTS,159500,9996,1,10004,1
,STARFRUIT,159500,4964,26,4970,1
,AMETHYSTS,159600,9998,8,10004,1
,STARFRUIT,159600,4969,1,4970,24
,AMETHYSTS,159700,9996,1,9998,4
,STARFRUIT,159700,4964,1,4970,30
,STARFRUIT,159800,4963,20,4970,20
,AMETHYSTS,159800,9995,20,10002,3
,AMETHYSTS,159900,9998,2,10000,5
,STARFRUIT,159900,4964,25,4967,5
,AMETHYSTS,160000,9996,2,10004,2
,STARFRUIT,160000,4964,2,4970,26
,AMETHYSTS,160100,9996,2,10004,2
,STARFRUIT,160100,4964,9,4970,26
,STARFRUIT,160200,4964,1,4968,5
,AMETHYSTS,160200,9998,4,10004,1
,AMETHYSTS,160300,9996,1,9998,1
,STARFRUIT,160300,4964,3,4970,26
,AMETHYSTS,160400,9995,23,9998,1
,STARFRUIT,160400,4968,1,4970,23
,AMETHYSTS,160500,9998,4,10004,2
,STARFRUIT,160500,4963,24,4969,24
,STARFRUIT,160600,4963,22,4969,22
,AMETHYSTS,160600,10002,1,10004,2
,AMETHYSTS,160700,9995,24,10005,24
,STARFRUIT,160700,4963,2,4969,24
,AMETHYSTS,160800,10002,2,10004,2
,STARFRUIT,160800,4963,2,4969,29
,AMETHYSTS,160900,10000,3,10004,1
,STARFRUIT,160900,4965,3,4969,30
,STARFRUIT,161000,4962,27,4963,8
,AMETHYSTS,161000,9995,27,10002,3
,STARFRUIT,161100,4962,28,4969,28
,AMETHYSTS,161100,9995,28,10002,10
,AMETHYSTS,161200,9996,1,10004,1
,STARFRUIT,161200,4963,1,4969,31
,STARFRUIT,161300,4962,20,4969,20
,AMETHYSTS,161300,9995,20,10005,20
,STARFRUIT,161400,4963,4,4969,27
,AMETHYSTS,161400,9998,7,10004,1
,STARFRUIT,161500,4962,22,4969,22
,AMETHYSTS,161500,9995,22,10005,22
,AMETHYSTS,161600,9996,2,9998,1
,STARFRUIT,161600,4962,22,4969,22
,STARFRUIT,161700,4967,7,4968,1
,AMETHYSTS,161700,9996,1,10004,1
,STARFRUIT,161800,4962,21,4969,21
,AMETHYSTS,161800,9995,21,10005,21
,STARFRUIT,161900,4962,23,4969,23
,AMETHYSTS,161900,9998,9,10004,1
,AMETHYSTS,162000,9998,1,10005,23
,STARFRUIT,162000,4962,5,4968,23
,STARFRUIT,162100,4963,4,4968,1
,AMETHYSTS,162100,9998,4,10004,1
,STARFRUIT,162200,4962,20,4969,20
,AMETHYSTS,162200,9995,20,10002,10
,STARFRUIT,162300,4963,5,4968,2
,AMETHYSTS,162300,9996,2,10004,2
,AMETHYSTS,162400,9996,2,10000,5
,STARFRUIT,162400,4962,24,4965,5
,STARFRUIT,162500,4962,24,4967,5
,AMETHYSTS,162500,9998,2,10004,2
,STARFRUIT,162600,4962,21,4965,4
,AMETHYSTS,162600,9995,21,10000,5
,STARFRUIT,162700,4961,24,4968,24
,AMETHYSTS,162700,9996,1,10004,1
,AMETHYSTS,162800,9998,5,10004,2
,STARFRUIT,162800,4962,2,4966,8
,STARFRUIT,162900,4962,23,4967,3
,AMETHYSTS,162900,9995,23,10005,23
,STARFRUIT,163000,4962,30,4969,30
,AMETHYSTS,163000,9996,1,10004,1
,STARFRUIT,163100,4962,28,4968,1
,AMETHYSTS,163100,9996,1,9998,4
,AMETHYSTS,163200,9995,21,9998,1
,STARFRUIT,163200,4962,21,4969,21
,STARFRUIT,163300,4963,27,4970,27
,AMETHYSTS,163300,9995,27,10005,27
,STARFRUIT,163400,4963,22,4970,22
,AMETHYSTS,163400,9995,22,10005,22
,STARFRUIT,163500,4967,2,4968,4
,AMETHYSTS,163500,10002,3,10004,2
,AMETHYSTS,163600,9996,1,10004,1
,STARFRUIT,163600,4963,28,4970,28
,STARFRUIT,163700,4963,26,4970,26
,AMETHYSTS,163700,9996,1,10004,1
,STARFRUIT,163800,4964,26,4970,26
,AMETHYSTS,163800,9996,1,9998,1
,STARFRUIT,163900,4963,24,4970,24
,AMETHYSTS,163900,9996,1,10004,1
,AMETHYSTS,164000,9996,2,9998,1
,STARFRUIT,164000,4963,10,4969,31
,STARFRUIT,164100,4964,2,4969,2
,AMETHYSTS,164100,9996,2,10002,8
,STARFRUIT,164200,4963,25,4969,1
,AMETHYSTS,164200,9996,1,10004,1
,STARFRUIT,164300,4964,2,4969,1
,AMETHYSTS,164300,9998,7,10004,1
,AMETHYSTS,164400,9998,7,10004,2
,STARFRUIT,164400,4963,26,4970,26
,STARFRUIT,164500,4963,1,4969,27
,AMETHYSTS,164500,9996,1,10004,1
,STARFRUIT,164600,4968,1,4969,23
,AMETHYSTS,164600,9996,1,9998,1
,STARFRUIT,164700,4963,2,4969,26
,AMETHYSTS,164700,9998,5,10004,2
,AMETHYSTS,164800,9996,2,10004,2
,STARFRUIT,164800,4963,2,4969,23
,STARFRUIT,164900,4963,29,4966,5
,AMETHYSTS,164900,9996,1,10000,5
,STARFRUIT,165000,4968,1,4970,25
,AMETHYSTS,165000,9996,2,10002,8
,STARFRUIT,165100,4968,1,4969,30
,AMETHYSTS,165100,9998,6,10005,30
,AMETHYSTS,165200,9995,21,10000,6
,STARFRUIT,165200,4963,21,4966,6
,STARFRUIT,165300,4963,22,4968,4
,AMETHYSTS,165300,9995,22,10005,22
,STARFRUIT,165400,4963,24,4970,24
,AMETHYSTS,165400,9995,24,10005,24
,AMETHYSTS,165500,10000,4,10004,1
,STARFRUIT,165500,4965,4,4969,22
,STARFRUIT,165600,4962,26,4969,26
,AMETHYSTS,165600,9996,1,9998,1
,STARFRUIT,165700,4968,1,4969,31
,AMETHYSTS,165700,9996,2,10002,6
,STARFRUIT,165800,4962,26,4969,26
,AMETHYSTS,165800,9995,26,10002,3
,AMETHYSTS,165900,9995,30,9998,1
,STARFRUIT,165900,4962,30,4969,30
,STARFRUIT,166000,4968,1,4969,24
,AMETHYSTS,166000,9996,1,10004,1
,STARFRUIT,166100,4962,27,4969,27
,AMETHYSTS,166100,9995,27,10002,8
,STARFRUIT,166200,4962,24,4963,3
,AMETHYSTS,166200,9996,1,9998,1
,AMETHYSTS,166300,9995,30,10005,30
,STARFRUIT,166300,4962,30,4969,30
,STARFRUIT,166400,4962,29,4969,29
,AMETHYSTS,166400,9995,29,10005,29
,STARFRUIT,166500,4962,24,4969,24
,AMETHYSTS,166500,9996,2,10004,2
,STARFRUIT,166600,4963,1,4969,21
,AMETHYSTS,166600,9996,1,10004,1
,AMETHYSTS,166700,9996,1,10004,1
,STARFRUIT,166700,4963,29,4969,1
,STARFRUIT,166800,4963,5,4969,28
,AMETHYSTS,166800,9996,2,10004,2
,STARFRUIT,166900,4963,9,4969,26
,AMETHYSTS,166900,9996,2,10004,2
,STARFRUIT,167000,4962,28,4963,5
,AMETHYSTS,167000,9996,1,10004,1
,AMETHYSTS,167100,9996,1,10002,7
,STARFRUIT,167100,4961,28,4968,28
,STARFRUIT,167200,4962,1,4968,29
,AMETHYSTS,167200,9996,1,10002,9
,STARFRUIT,167300,4961,28,4968,28
,AMETHYSTS,167300,9995,28,10002,4
,STARFRUIT,167400,4961,1,4967,27
,AMETHYSTS,167400,9996,1,10002,7
,AMETHYSTS,167500,9996,2,10004,2
,STARFRUIT,167500,4961,23,4967,23
,STARFRUIT,167600,4960,29,4965,1
,AMETHYSTS,167600,9995,29,10005,29
,AMETHYSTS,167700,9996,2,9998,4
,STARFRUIT,167700,4960,28,4965,2
,AMETHYSTS,167800,9995,22,9998,1
,STARFRUIT,167800,4966,1,4967,22
,AMETHYSTS,167900,9996,2,9998,1
,STARFRUIT,167900,4961,2,4967,32
,STARFRUIT,168000,4960,29,4967,29
,AMETHYSTS,168000,9995,29,10005,29
,AMETHYSTS,168100,9996,2,9998,1
,STARFRUIT,168100,4960,2,4966,26
,AMETHYSTS,168200,9995,25,10005,25
,STARFRUIT,168200,4960,25,4967,25
,AMETHYSTS,168300,9996,1,10002,5
,STARFRUIT,168300,4960,1,4966,29
,STARFRUIT,168400,4959,25,4966,25
,AMETHYSTS,168400,9996,1,10002,8
,AMETHYSTS,168500,10002,1,10004,2
,STARFRUIT,168500,4958,25,4965,25
,AMETHYSTS,168600,9998,7,10004,1
,STARFRUIT,168600,4959,1,4963,1
,AMETHYSTS,168700,9996,2,10004,2
,STARFRUIT,168700,4959,2,4963,3
,STARFRUIT,168800,4958,25,4963,7
,AMETHYSTS,168800,9995,25,10005,25
,AMETHYSTS,168900,9995,20,10005,20
,STARFRUIT,168900,4959,20,4966,20
,AMETHYSTS,169000,9996,2,10004,2
,STARFRUIT,169000,4959,28,4964,3
,AMETHYSTS,169100,9996,2,10004,2
,STARFRUIT,169100,4958,27,4965,27
,STARFRUIT,169200,4964,1,4965,22
,AMETHYSTS,169200,9996,2,10004,2
,AMETHYSTS,169300,9995,29,10005,29
,STARFRUIT,169300,4960,4,4966,29
,AMETHYSTS,169400,9995,23,10005,23
,STARFRUIT,169400,4959,23,4966,23
,AMETHYSTS,169500,9996,2,10004,2
,STARFRUIT,169500,4965,1,4966,25
,STARFRUIT,169600,4960,26,4967,26
,AMETHYSTS,169600,9996,2,10004,2
,AMETHYSTS,169700,9998,3,10004,2
,STARFRUIT,169700,4961,6,4967,30
,AMETHYSTS,169800,9996,2,10004,2
,STARFRUIT,169800,4960,32,4966,2
,STARFRUIT,169900,4960,29,4967,30
,AMETHYSTS,169900,9995,30,10005,30
,STARFRUIT,170000,4960,26,4967,26
,AMETHYSTS,170000,9996,2,10004,2
,STARFRUIT,170100,4960,32,4967,32
,AMETHYSTS,170100,9996,2,10002,10
,AMETHYSTS,170200,9995,22,10002,5
,STARFRUIT,170200,4960,22,4961,1
,STARFRUIT,170300,4961,23,4967,1
,AMETHYSTS,170300,9998,4,10004,1
,STARFRUIT,170400,4965,10,4967,31
,AMETHYSTS,170400,10002,11,10004,1
,STARFRUIT,170500,4962,7,4967,32
,AMETHYSTS,170500,9996,2,10004,2
,AMETHYSTS,170600,9995,24,10005,24
,STARFRUIT,170600,4960,24,4967,24
,STARFRUIT,170700,4960,29,4967,29
,AMETHYSTS,170700,9998,2,10004,1
,STARFRUIT,170800,4960,26,4966,1
,AMETHYSTS,170800,9996,1,10004,1
,STARFRUIT,170900,4960,1,4966,28
,AMETHYSTS,170900,9996,2,10002,3
,AMETHYSTS,171000,9995,27,10005,27
,STARFRUIT,171000,4959,27,4960,3
,STARFRUIT,171100,4959,2,4963,1
,AMETHYSTS,171100,10002,3,10004,2
,STARFRUIT,171200,4959,21,4966,21
,AMETHYSTS,171200,9995,21,10005,21
,STARFRUIT,171300,4960,5,4966,25
,AMETHYSTS,171300,9995,25,10005,25
,AMETHYSTS,171400,10002,5,10004,1
,STARFRUIT,171400,4960,1,4966,30
,STARFRUIT,171500,4960,23,4966,23
,AMETHYSTS,171500,10002,1,10004,1
,STARFRUIT,171600,4959,32,4961,4
,AMETHYSTS,171600,9996,2,9998,11
,STARFRUIT,171700,4959,23,4966,23
,AMETHYSTS,171700,9996,1,10004,1
,AMETHYSTS,171800,9995,27,10005,27
,STARFRUIT,171800,4959,27,4966,27
,STARFRUIT,171900,4959,26,4965,2
,AMETHYSTS,171900,10002,1,10004,2
,STARFRUIT,172000,4959,28,4965,1
,AMETHYSTS,172000,9996,1,10004,1
,STARFRUIT,172100,4960,6,4965,2
,AMETHYSTS,172100,10002,1,10004,2
,AMETHYSTS,172200,9996,1,10004,1
,STARFRUIT,172200,4960,1,4966,26
,STARFRUIT,172300,4960,2,4966,22
,AMETHYSTS,172300,9996,2,10004,2
,STARFRUIT,172400,4959,23,4965,1
,AMETHYSTS,172400,9996,1,10004,1
,STARFRUIT,172500,4959,22,4964,1
,AMETHYSTS,172500,9996,2,10004,2
,AMETHYSTS,172600,9996,1,10004,1
,STARFRUIT,172600,4959,5,4965,29
,STARFRUIT,172700,4959,2,4965,29
,AMETHYSTS,172700,9996,2,9998,3
,STARFRUIT,172800,4959,20,4966,20
,AMETHYSTS,172800,9995,20,10005,20
,STARFRUIT,172900,4959,27,4964,1
,AMETHYSTS,172900,9995,27,10005,27
,AMETHYSTS,173000,9996,1,10004,1
,STARFRUIT,173000,4960,6,4965,1
,STARFRUIT,173100,4959,21,4965,1
,AMETHYSTS,173100,9996,1,10004,1
,STARFRUIT,173200,4958,23,4959,1
,AMETHYSTS,173200,9995,23,10005,23
,STARFRUIT,173300,4959,1,4960,2
,AMETHYSTS,173300,9996,1,10004,1
,AMETHYSTS,173400,9996,1,10002,9
,STARFRUIT,173400,4959,26,4965,1
,STARFRUIT,173500,4960,5,4966,31
,AMETHYSTS,173500,9996,1,9998,3
,STARFRUIT,173600,4960,1,4966,29
,AMETHYSTS,173600,9998,7,10004,1
,STARFRUIT,173700,4965,1,4966,1
,AMETHYSTS,173700,9996,1,10004,1
,AMETHYSTS,173800,9996,1,10002,6
,STARFRUIT,173800,4964,4,4966,1
,STARFRUIT,173900,4965,1,4966,28
,AMETHYSTS,173900,9998,1,10005,28
,STARFRUIT,174000,4958,25,4965,25
,AMETHYSTS,174000,9998,9,10004,1
,STARFRUIT,174100,4959,8,4964,2
,AMETHYSTS,174100,9996,2,10004,2
,AMETHYSTS,174200,9995,25,10005,25
,STARFRUIT,174200,4958,25,4965,25
,STARFRUIT,174300,4958,29,4965,29
,AMETHYSTS,174300,9995,29,10002,2
,STARFRUIT,174400,4958,2,4964,28
,AMETHYSTS,174400,9996,1,10004,1
,AMETHYSTS,174500,9995,23,10005,23
,STARFRUIT,174500,4957,23,4964,23
,STARFRUIT,174600,4957,23,4964,23
,AMETHYSTS,174600,9995,23,10005,23
,STARFRUIT,174700,4957,29,4963,1
,AMETHYSTS,174700,9996,1,10004,1
,STARFRUIT,174800,4962,1,4964,22
,AMETHYSTS,174800,9995,22,10005,22
,AMETHYSTS,174900,9998,2,10004,1
,STARFRUIT,174900,4957,1,4963,31
,STARFRUIT,175000,4957,27,4964,27
,AMETHYSTS,175000,9995,27,10005,27
,STARFRUIT,175100,4957,27,4962,5
,AMETHYSTS,175100,9998,1,10004,2
,STARFRUIT,175200,4959,7,4965,29
,AMETHYSTS,175200,9996,1,10004,1
,AMETHYSTS,175300,9996,2,10004,2
,STARFRUIT,175300,4958,2,4964,22
,STARFRUIT,175400,4958,26,4965,26
,AMETHYSTS,175400,9995,26,10005,26
,STARFRUIT,175500,4957,29,4964,29
,AMETHYSTS,175500,9996,2,10004,2
,STARFRUIT,175600,4958,1,4964,26
,AMETHYSTS,175600,9996,1,10004,1
,AMETHYSTS,175700,9995,24,10005,24
,STARFRUIT,175700,4957,24,4964,24
,STARFRUIT,175800,4958,29,4965,29
,AMETHYSTS,175800,9996,1,10004,1
,STARFRUIT,175900,4958,31,4963,8
,AMETHYSTS,175900,9996,2,10002,9
,STARFRUIT,176000,4957,30,4958,1
,AMETHYSTS,176000,10002,1,10005,30
,AMETHYSTS,176100,9996,1,10004,1
,STARFRUIT,176100,4958,2,4964,22
,STARFRUIT,176200,4957,29,4963,1
,AMETHYSTS,176200,9998,4,10004,1
,STARFRUIT,176300,4956,23,4963,23
,AMETHYSTS,176300,9996,1,10002,2
,STARFRUIT,176400,4956,24,4963,24
,AMETHYSTS,176400,9995,24,10002,9
,AMETHYSTS,176500,9995,28,10005,28
,STARFRUIT,176500,4957,28,4964,28
,STARFRUIT,176600,4958,4,4964,23
,AMETHYSTS,176600,9995,23,10005,23
,AMETHYSTS,176700,9995,21,10005,21
,STARFRUIT,176700,4957,21,4962,6
,AMETHYSTS,176800,9996,1,10004,1
,STARFRUIT,176800,4957,29,4964,29
,AMETHYSTS,176900,9996,1,10002,8
,STARFRUIT,176900,4957,21,4962,4
,STARFRUIT,177000,4958,8,4964,24
,AMETHYSTS,177000,9996,1,10002,8
,AMETHYSTS,177100,9998,3,10005,28
,STARFRUIT,177100,4957,28,4964,28
,AMETHYSTS,177200,9995,21,10005,21
,STARFRUIT,177200,4957,21,4964,21
,AMETHYSTS,177300,9995,20,10005,20
,STARFRUIT,177300,4957,20,4962,2
,STARFRUIT,177400,4957,21,4964,22
,AMETHYSTS,177400,9996,1,10004,1
,AMETHYSTS,177500,9996,1,10004,1
,STARFRUIT,177500,4957,28,4962,3
,AMETHYSTS,177600,9996,1,9998,1
,STARFRUIT,177600,4957,25,4964,25
,AMETHYSTS,177700,9996,2,10004,2
,STARFRUIT,177700,4957,22,4964,22
,STARFRUIT,177800,4956,26,4963,26
,AMETHYSTS,177800,9995,26,10005,26
,AMETHYSTS,177900,9996,1,9998,12
,STARFRUIT,177900,4956,25,4963,25
,AMETHYSTS,178000,9998,7,10004,2
,STARFRUIT,178000,4956,23,4962,2
,AMETHYSTS,178100,9998,6,10004,1
,STARFRUIT,178100,4957,1,4963,28
,STARFRUIT,178200,4956,26,4963,26
,AMETHYSTS,178200,9995,26,10005,26
,AMETHYSTS,178300,9998,3,10004,1
,STARFRUIT,178300,4956,30,4963,30
,AMETHYSTS,178400,9996,1,10004,1
,STARFRUIT,178400,4956,27,4963,27
,AMETHYSTS,178500,9995,26,10002,10
,STARFRUIT,178500,4956,26,4963,26
,STARFRUIT,178600,4957,5,4963,20
,AMETHYSTS,178600,9995,20,10005,20
,AMETHYSTS,178700,9996,2,10004,2
,STARFRUIT,178700,4956,29,4957,1
,AMETHYSTS,178800,9996,1,10004,1
,STARFRUIT,178800,4957,6,4963,31
,STARFRUIT,178900,4957,3,4963,22
,AMETHYSTS,178900,9996,1,10004,1
,STARFRUIT,179000,4958,2,4963,1
,AMETHYSTS,179000,9998,4,10004,1
,STARFRUIT,179100,4958,4,4964,25
,AMETHYSTS,179100,9995,25,10005,25
,AMETHYSTS,179200,9996,2,10004,2
,STARFRUIT,179200,4958,31,4964,2
,STARFRUIT,179300,4958,32,4964,2
,AMETHYSTS,179300,9998,7,10004,2
,STARFRUIT,179400,4959,7,4965,25
,AMETHYSTS,179400,9995,25,10005,25
,STARFRUIT,179500,4958,29,4965,29
,AMETHYSTS,179500,9995,29,10005,29
,AMETHYSTS,179600,9998,5,10004,2
,STARFRUIT,179600,4958,23,4963,4
,STARFRUIT,179700,4963,1,4964,26
,AMETHYSTS,179700,9996,2,10004,2
,STARFRUIT,179800,4957,3,4963,24
,AMETHYSTS,179800,9995,24,10002,9
,STARFRUIT,179900,4956,27,4961,1
,AMETHYSTS,179900,9996,2,10004,2
,AMETHYSTS,180000,9996,1,10002,7
,STARFRUIT,180000,4956,24,4963,24
,STARFRUIT,180100,4956,26,4963,26
,AMETHYSTS,180100,9995,26,9998,3
,STARFRUIT,180200,4956,24,4963,24
,AMETHYSTS,180200,9996,1,10004,1
,STARFRUIT,180300,4956,24,4963,24
,AMETHYSTS,180300,9995,24,9998,4
,AMETHYSTS,180400,9996,1,10004,1
,STARFRUIT,180400,4957,7,4963,26
,STARFRUIT,180500,4960,2,4962,23
,AMETHYSTS,180500,9995,23,10000,3
,STARFRUIT,180600,4957,2,4962,1
,AMETHYSTS,180600,9996,1,10004,1
,STARFRUIT,180700,4957,5,4962,1
,AMETHYSTS,180700,9996,1,10004,1
,AMETHYSTS,180800,9996,1,10002,4
,STARFRUIT,180800,4956,1,4962,30
,STARFRUIT,180900,4956,1,4962,27
,AMETHYSTS,180900,9998,9,10004,1
,STARFRUIT,181000,4957,2,4961,1
,AMETHYSTS,181000,9996,2,10004,2
,STARFRUIT,181100,4957,1,4963,27
,AMETHYSTS,181100,9996,1,10004,1
,AMETHYSTS,181200,9998,3,10004,1
,STARFRUIT,181200,4957,24,4963,1
,STARFRUIT,181300,4956,27,4963,27
,AMETHYSTS,181300,9995,27,10002,10
,STARFRUIT,181400,4956,30,4963,30
,AMETHYSTS,181400,9996,2,10002,1
,STARFRUIT,181500,4956,25,4957,1
,AMETHYSTS,181500,9998,6,10005,25
,AMETHYSTS,181600,9996,2,10004,2
,STARFRUIT,181600,4956,2,4957,2
,STARFRUIT,181700,4957,7,4963,20
,AMETHYSTS,181700,9998,7,10005,20
,STARFRUIT,181800,4956,28,4957,1
,AMETHYSTS,181800,9995,28,10005,28
,STARFRUIT,181900,4956,28,4961,1
,AMETHYSTS,181900,10002,1,10005,28
,AMETHYSTS,182000,10002,1,10004,1
,STARFRUIT,182000,4956,25,4963,25
,STARFRUIT,182100,4956,32,4957,2
,AMETHYSTS,182100,9996,2,10004,2
,STARFRUIT,182200,4961,1,4963,28
,AMETHYSTS,182200,9995,28,10005,28
,STARFRUIT,182300,4957,3,4963,26
,AMETHYSTS,182300,9996,1,10004,1
,AMETHYSTS,182400,9996,2,10002,3
,STARFRUIT,182400,4957,2,4963,32
,STARFRUIT,182500,4958,1,4964,20
,AMETHYSTS,182500,10002,4,10005,20
,STARFRUIT,182600,4957,23,4964,23
,AMETHYSTS,182600,9996,1,10002,9
,STARFRUIT,182700,4956,25,4963,25
,AMETHYSTS,182700,9998,1,10005,25
,AMETHYSTS,182800,9995,27,10002,2
,STARFRUIT,182800,4957,26,4964,27
,STARFRUIT,182900,4958,4,4963,30
,AMETHYSTS,182900,9995,30,10005,30
,STARFRUIT,183000,4957,8,4963,22
,AMETHYSTS,183000,9996,2,10004,2
,STARFRUIT,183100,4962,1,4963,1
,AMETHYSTS,183100,9998,1,10004,1
,STARFRUIT,183200,4957,30,4964,30
,AMETHYSTS,183200,9996,1,10004,1
,STARFRUIT,183300,4956,20,4963,20
,AMETHYSTS,183300,9995,20,10005,20
,STARFRUIT,183400,4957,2,4963,23
,AMETHYSTS,183400,9996,2,10004,2
,AMETHYSTS,183500,9996,1,10002,8
,STARFRUIT,183500,4957,1,4961,3
,STARFRUIT,183600,4957,3,4963,29
,AMETHYSTS,183600,9995,29,10005,29
,STARFRUIT,183700,4956,31,4963,31
,AMETHYSTS,183700,9996,2,10004,2
,STARFRUIT,183800,4956,30,4963,30
,AMETHYSTS,183800,9996,1,10004,1
,AMETHYSTS,183900,9995,24,10005,24
,STARFRUIT,183900,4956,24,4961,2
,STARFRUIT,184000,4956,26,4963,26
,AMETHYSTS,184000,9996,2,10004,2
,STARFRUIT,184100,4960,1,4962,22
,AMETHYSTS,184100,9995,22,10002,4
,STARFRUIT,184200,4955,27,4962,27
,AMETHYSTS,184200,9996,2,10004,2
,AMETHYSTS,184300,9998,3,10004,2
,STARFRUIT,184300,4954,24,4961,24
,STARFRUIT,184400,4955,2,4961,29
,AMETHYSTS,184400,9996,2,10004,2
,STARFRUIT,184500,4955,25,4961,1
,AMETHYSTS,184500,9996,1,10004,1
,STARFRUIT,184600,4954,24,4959,6
,AMETHYSTS,184600,9995,24,10005,24
,AMETHYSTS,184700,9995,24,10005,24
,STARFRUIT,184700,4960,1,4961,24
,STARFRUIT,184800,4955,23,4960,5
,AMETHYSTS,184800,10002,5,10005,23
,STARFRUIT,184900,4955,23,4961,23
,AMETHYSTS,184900,10002,1,10004,1
,STARFRUIT,185000,4955,26,4961,2
,AMETHYSTS,185000,9996,2,10002,1
,AMETHYSTS,185100,9996,2,10004,2
,STARFRUIT,185100,4956,8,4961,2
,STARFRUIT,185200,4954,26,4961,26
,AMETHYSTS,185200,10002,1,10005,26
,STARFRUIT,185300,4954,28,4961,28
,AMETHYSTS,185300,9996,1,10004,1
,AMETHYSTS,185400,9996,1,10004,1
,STARFRUIT,185400,4955,23,4960,1
,AMETHYSTS,185500,9995,21,9998,1
,STARFRUIT,185500,4956,4,4962,21
,STARFRUIT,185600,4955,21,4962,21
,AMETHYSTS,185600,9998,9,10005,21
,AMETHYSTS,185700,9995,21,10005,21
,STARFRUIT,185700,4955,21,4962,21
,AMETHYSTS,185800,9998,8,10005,21
,STARFRUIT,185800,4955,21,4962,21
,AMETHYSTS,185900,9995,20,10002,1
,STARFRUIT,185900,4955,20,4960,5
,STARFRUIT,186000,4955,26,4962,26
,AMETHYSTS,186000,10002,4,10004,2
,AMETHYSTS,186100,9996,2,10002,2
,STARFRUIT,186100,4956,2,4957,4
,AMETHYSTS,186200,9995,24,10005,24
,STARFRUIT,186200,4956,24,4961,7
